,Date,Rainfall,Depth_to_groundwater,Temperature,Drainage_Volume,Hydrometry,Depth_to_groundwater_diff_1,Depth_to_groundwater_diff_2,Month,Day,Month_sin,Month_cos,Day_sin,Day_cos,Rainfall_trend,Rainfall_seasonal,Rainfall_res,Temperature_trend,Temperature_seasonal,Temperature_res,Drainage_Volume_trend,Drainage_Volume_seasonal,Drainage_Volume_res,Hydrometry_trend,Hydrometry_seasonal,Hydrometry_res,Depth_to_groundwater_trend,Depth_to_groundwater_seasonal,Depth_to_groundwater_res,Depth_to_groundwater_diff_1_trend,Depth_to_groundwater_diff_1_seasonal,Depth_to_groundwater_diff_1_res,Depth_to_groundwater_diff_2_trend,Depth_to_groundwater_diff_2_seasonal,Depth_to_groundwater_diff_2_res
0,2009-01-01,0.0,-31.14,5.2,-24530.688,2.4,0.0,0.0,1,1,0.49999999999999994,0.8660254037844387,0.017213356155834685,0.9998518392091162,0.8083072701487991,0.7116785208418268,-1.519985790990626,15.322972882680297,-10.862061318408905,0.7390884357286076,-32402.303705859373,669.8829677677248,7201.7327380916495,2.1650823671282096,0.18148275349599738,0.05343487937579297,-29.587662011449886,-0.673242736559827,-0.8790952519902873,0.0004783575179423434,-0.0031218622927297202,0.0026435047747873767,-8.53283456743038e-05,0.020844869494753622,-0.020759541149079318
1,2009-01-02,0.0,-31.11,2.3,-28785.888,2.5,0.030000000000001137,0.030000000000001137,1,2,0.49999999999999994,0.8660254037844387,0.03442161162274574,0.9994074007397048,0.8086992980932298,-1.5050208148202093,0.6963215167269795,15.320564166072742,-10.362751002983847,-2.6578131630888944,-32398.039337544902,1239.2316475771354,2372.9196899677677,2.16541348303432,0.16472000068646986,0.16986651627921,-29.58243768402983,-0.6608356314247412,-0.8667266845454276,0.0004921664881359581,0.012755982393543917,0.01675185111832126,-8.504856061159572e-05,0.015899640699879782,0.01418540786073295
2,2009-01-03,0.0,-31.07,4.4,-25766.208,2.4,0.03999999999999915,0.00999999999999801,1,3,0.49999999999999994,0.8660254037844387,0.051619667223253764,0.998666816288476,0.8090913260376604,-0.06566780419931373,-0.7434235218383467,15.318155449465188,-9.69268933461695,-1.2254661148482366,-32393.77496923043,1625.4126748156323,5002.1542944148005,2.165744598940431,0.12836600831852663,0.10588939274104214,-29.577213356609775,-0.6199973169314199,-0.8727893264588054,0.0005059754583295728,0.02421858394299103,0.015275440598678542,-8.476877554888766e-05,0.011692575626731093,-0.0016078068511841941
3,2009-01-04,0.0,-31.05,0.8,-27919.296,2.4,0.019999999999999574,-0.019999999999999574,1,4,0.49999999999999994,0.8660254037844387,0.06880242680231986,0.9976303053065857,0.8094833539820911,0.16780003770276672,-0.9772833916848579,15.315746732857633,-10.135972038085134,-4.3797746947724985,-32389.51060091596,707.1733195509307,3763.041281365032,2.1660757148465417,0.14493432370475445,0.08898996144870375,-29.57198902918972,-0.5915989811347335,-0.8864119896755478,0.0005197844285231874,0.02841642947844946,-0.008936213906973075,-8.448899048617957e-05,0.004222245534679936,-0.02413775654419333
4,2009-01-05,0.0,-31.01,-1.9,-29854.656,2.3,0.03999999999999915,0.019999999999999574,1,5,0.49999999999999994,0.8660254037844387,0.08596479873744647,0.9962981749346078,0.8098753819265218,2.8594870576870393,-3.669362439613561,15.313338016250079,-10.020419125114966,-7.192918891135111,-32385.24623260149,408.4920793547215,2122.0981532467695,2.1664068307526527,0.16152547014121046,-0.027932300893863365,-29.566764701769667,-0.5731412846074512,-0.8700940136228831,0.0005335933987168022,0.018472722502493988,0.020993684098788358,-8.42092054234715e-05,-0.009919317434079847,0.03000352663950289
5,2009-01-06,0.0,-31.0,-0.7,-29124.576,2.3,0.010000000000001563,-0.029999999999997584,1,6,0.49999999999999994,0.8660254037844387,0.10310169744743485,0.9946708199115211,0.8102674098709525,-1.0571592556620222,0.2468918457910697,15.310929299642526,-9.537788586574019,-6.473140713068508,-32380.98186428702,660.0952884735815,2596.310575813437,2.1667379466587633,0.24476045219410505,-0.11149839885286852,-29.56154037434961,-0.5655283369386177,-0.8729312887117706,0.0005474023689104169,0.007624905937497007,0.0018276916935941398,-8.392942036076343e-05,-0.010823437480467274,-0.019092633099169545
6,2009-01-07,0.0,-30.96,1.5,-31173.12,2.3,0.03999999999999915,0.029999999999997584,1,7,0.49999999999999994,0.8660254037844387,0.1202080448993527,0.9927487224577402,0.8106594378153831,-1.1071389023444165,0.2964794645290334,15.308520583034971,-9.863674029768234,-3.9448465532667374,-32376.71749597255,1150.5515825239452,53.04591344860478,2.1670690625648743,0.21137442968078948,-0.07844349224566396,-29.556316046929556,-0.5645934714615641,-0.8390904816088807,0.0005612113391040316,0.0009437560391664471,0.038495032621728674,-8.364963529805536e-05,-0.006656781271146744,0.036740430906442384
7,2009-01-08,0.0,-30.94,4.3,-30232.224,2.4,0.019999999999999574,-0.019999999999999574,1,8,0.49999999999999994,0.8660254037844387,0.13727877211326478,0.9905324521322229,0.8110514657598138,-1.473876539894391,0.6628250741345771,15.306111866427417,-10.047938468396236,-0.9581733980311817,-32372.45312765808,1268.3232519167786,871.9058757413013,2.167400178470985,0.21970073593459713,0.012899085594417908,-29.5510917195095,-0.5628184233361091,-0.8260898571543918,0.0005750203092976463,0.0017808709810188208,0.017644108709683106,-8.336985023534728e-05,0.0008614731116902896,-0.020778103261454517
8,2009-01-09,0.9,-30.93,4.9,-30597.696,2.3,0.010000000000001563,-0.00999999999999801,1,9,0.49999999999999994,0.8660254037844387,0.15430882066428117,0.9880226656636976,0.8114434937042444,-1.1254086979923101,1.2139652042880658,15.303703149819862,-10.924097884193186,0.5203947343733244,-32368.188759343608,839.4772336383771,931.0155257052306,2.1677312943770954,0.1613603755217383,-0.02909166989883391,-29.545867392089445,-0.5702328729275489,-0.813899734983006,0.000588829279491261,-0.007411694442425692,0.016822865162935994,-8.309006517263921e-05,-0.009168217710952496,-0.0007486922238728756
9,2009-01-10,0.0,-30.87,1.9,-31337.28,2.3,0.05999999999999872,0.04999999999999716,1,10,0.49999999999999994,0.8660254037844387,0.1712931441814776,0.9852201067560606,0.8118355216486751,-1.4837216780080382,0.6718861563593631,15.301294433212307,-9.8087732817253,-3.5925211514870075,-32363.924391029137,219.62073864764727,807.0236523814909,2.1680624102832065,0.09466385072531762,0.03727373899147575,-29.54064306466939,-0.5601655873591725,-0.7691913479714393,0.0006026382496848756,0.010066973010841853,0.04933038873947199,-8.281028010993113e-05,0.017503004708413657,0.03257980557169343
